-14913,-6630
-10161,5625
5226,11896
8340,-10778
15852,-5203
-15165,11295
-1427,-14495
12407,1060
-15566,11562
15293,6290
-1691,12703
6165,11794
-15739,3267
-6673,-6945
-5355,2074
-8964,1204
12224,-10037
14634,3437
-16048,9784
-4429,-5057
15379,6538
8668,-6099
4997,-8171
13455,3257
-582,-846
308,6035
12046,2661
-13572,7439
14934,-4734
2799,-12852
-14517,-10617
-798,-4057
-10676,-1302
8966,-10860
-10975,-3356
-8633,1631
5113,3473
-3392,11910
-15688,-13296
-7671,13334
9738,-2786
15114,-14879
1178,-11583
-1176,-10933
2425,14074
3576,-2567
-14511,-6963
6690,1011
-6999,-9728
7996,-13435
6739,-13271
-10493,13138
11089,2363
-11957,-3470
-5895,4933
-4101,-5557
4524,10458
4965,11333
5842,4473
1356,4070
-5293,12046
3766,-11954
-3652,-4412
15385,-10560
16156,-5708
8674,3213
12485,-10134
-15191,-619
-1552,-8990
-14301,45
10186,13499
-7596,1941
6369,-4978
12592,9531
-10947,1743
-6012,13432
11498,9691
13630,-5532
-8443,10262
15972,-13621
5303,-14221
7467,-9517
-6993,-12681
15484,14533
10416,9488
-11463,876
-3520,-2649
-13817,-5116
81,-8653
-12666,8240
14317,-2585
8535,-8026
628,-9921
-8793,-13126
-629,-40
6298,-9917
-11370,-9545
15575,-7645
-5308,7562
-14954,7547
3317,1644
-14513,-7466
4194,9771
13324,5882
-2455,8677
-9940,4826
-9873,-3514
9097,-4355
-9102,-12211
1615,-1193
-5291,3939
6262,-7397
8348,-11240
-6487,-12418
512,1634
8054,-1367
14477,13732
14277,7339
-9062,-3950
-13111,-3345
8448,3953
-10979,-9915
-13625,7297
13436,3604
8029,1250
15600,-14010
-6431,-8763
5754,-14980
-11499,10883
-16125,8001
-3556,1697
5901,-12698
10342,-8212
-6846,-10871
5002,-5678
-12628,15019
-2905,8086
10274,-4990
5259,-1212
-15122,-5545
-12409,-8902
11823,-11482
-969,-3296
2177,-4860
-15021,9810
-15653,3168
3686,2260
-6523,2154
-12093,12618
-14008,-11622
-12026,-8219
4962,-9612
2098,105
15679,7008
-4808,8278
-5091,-13720
-2722,-5016
12397,-9437
4277,-1267
-12384,12948
10700,-2168
-12584,11583
-12639,2513
15690,-4646
8920,5724
-3737,2691
6274,-10858
-8999,13486
867,12880
-1428,-2839
11159,-9647
10757,6400
-6094,5820
6131,-1674
6475,-12760
15588,11540
10916,1646
-1600,9376
-9559,-9083
13093,-430
164,-12880
-6051,-5581
-4851,-11028
5891,-3243
-2138,-10092
-2200,-8173
-14930,-13585
946,-12095
195,12347
314,-5885
-12789,-12257
-9895,2780
13964,-13964
-11810,-12736
15946,2923
5178,-13881
13082,-6162
-13564,3160
-7405,-4902
-13847,-12739
-5036,7763
1272,14400
-13156,3306
-15389,-9659
9928,-4343
-6350,-1468
9873,6095
-10344,-3830
3103,13776
9322,-13476
13114,2704
-5951,8306
-9343,11347
-8246,1955
3244,-7496
-8648,-2035
-13607,-12338
3577,13048
-13263,-2952
12690,2076
14388,-12057
174,1212
6429,-2875
-9497,-11773
-6500,14639
-15712,-976
-5300,-4987
-4970,-6052
-13329,-3723
-5032,11733
6264,1337
10844,-3855
5513,13972
10963,11478
-7590,-8705
13857,-8210
-16054,5971
-11917,5571
11702,8707
9638,-13471
-12717,14706
15315,-8726
-6558,-4433
8873,-6783
2253,11641
15181,9283
-12175,-9558
12948,3294
13142,9701
-3330,-11631
-2958,6301
8776,15025
10489,-1594
14995,-1346
14281,9955
-4070,-10010
10889,-10020
-2973,-3921
-9944,40
-14865,1497
-14903,-11130
2319,10802
580,-11834
-4051,12709
2278,2114
14058,6911
8533,4222
-1868,-2391
11530,86
-11080,-2476
-10381,6773
-10750,-13962
13583,4106
-2453,14172
-7444,9910
2127,2384
-12775,-7247
7577,-12416
995,-11627
-3299,9882
3407,7420
838,-14218
-5297,-14357
-1226,-10859
4671,5065
-5517,-7796
15121,317
9914,-13920
8501,-3448
-9481,9577
13468,-2230
15642,1232
13662,15030
-830,10408
14034,11725
10904,-5825
15747,11355
15410,9117
15033,7397
-2941,2820
-2331,-8257
15520,1523
-9302,-2905
10599,6524
-9340,-3581
-4502,3395
-11079,-12765
-9133,-462
-4750,-11425
2647,-4947
-10275,-345
-7754,10536
3123,5905
1959,-8361
3822,-1274
1590,14207
-4168,3615
-14446,3572
-9159,2705
-4875,-13376
8262,1920
15477,-1201
1680,-3223
11183,7813
8386,14008
8614,13604
2251,13159
12685,-1414
8148,9284
2497,-1137
-3537,-6133
-2710,6545
-4950,-7358
11631,-13954
-14324,11268
13805,-1038
16019,14765
-687,6465
-1440,11331
-3817,-12369
3403,-7179
-4154,-11745
3026,9603
10195,5995
3636,-3046
-4277,-6820
11137,1094
15624,-3154
-8802,-13198
-11861,-4292
-15379,6561
-9915,6966
-10996,-14271
-2518,-9125
8405,7124
3,-8285
-13041,6559
-1161,-9876
-11178,4583
-3393,-2813
15387,-1422
-13671,2122
-11649,14073
-9387,-10988
1488,2464
-2172,4167
-12309,-14001
7331,6820
-15106,-9514
7559,12582
10854,-13748
-14330,20
6317,13695
12342,-3208
283,13716
13169,-6985
-1957,-3633
-2573,-13055
4411,-4209
-6767,13135
6625,7203
8850,-5292
5872,14401
6473,11727
13092,11017
-1084,-7499
-12051,2805
6085,-14160
13713,-7587
-1828,14332
-3196,2635
2659,-786
4701,-456
-400,8998
1183,-1303
5064,10822
102,6071
13542,4787
11025,-800
5140,2062
-2019,-9539
-15303,12778
-12036,11206
-7518,-11389
6744,-2821
-4253,-8584
8766,-12771
-1991,9218
-12682,15034
-5651,13989
9504,4120
13989,11654
-12933,-1656
4331,-11697
